ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-06-20,325,17,0
PE-ANC,Peru,Ancash,2020-06-20,2226,175,0
PE-APU,Peru,Apurimac,2020-06-20,108,,0
PE-ARE,Peru,Arequipa,2020-06-20,1967,25,0
PE-AYA,Peru,Ayacucho,2020-06-20,426,3,0
PE-CAJ,Peru,Cajamarca,2020-06-20,446,3,0
PE-CAL,Peru,Callao,2020-06-20,7011,171,0
PE-CUS,Peru,Cusco,2020-06-20,635,3,0
PE-HUV,Peru,Huancavelica,2020-06-20,245,1,0
PE-HUC,Peru,Huanuco,,0,0,0
PE-ICA,Peru,Ica,2020-06-20,1669,102,0
PE-JUN,Peru,Junin,,0,0,0
PE-LAL,Peru,La Libertad,2020-06-20,2378,93,0
PE-LAM,Peru,Lambayeque,2020-06-20,5182,485,0
PE-LIM,Peru,Lima,2020-06-20,64278,1012,0
PE-LOR,Peru,Loreto,2020-06-20,2960,259,0
PE-MDD,Peru,Madre de dios,2020-06-20,247,3,0
PE-MOQ,Peru,Moquegua,2020-06-20,199,,0
PE-PAS,Peru,Pasco,2020-06-20,229,4,0
PE-PIU,Peru,Piura,2020-06-20,3192,370,0
PE-PUN,Peru,Puno,2020-06-20,208,1,0
PE-SAM,Peru,San Martin,,0,0,0
PE-TAC,Peru,Tacna,2020-06-20,228,4,0
PE-TUM,Peru,Tumbes,2020-06-20,675,59,0
PE-UCA,Peru,Ucayali,2020-06-20,2224,91,0
