ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-10-16,47,2,0
EC-B,Ecuador,Bolivar,2020-10-16,3,0,0
EC-F,Ecuador,Canar,2020-10-16,2,1,0
EC-C,Ecuador,Carchi,2020-10-16,22,0,0
EC-H,Ecuador,Chimborazo,2020-10-16,58,0,0
EC-X,Ecuador,Cotopaxi,2020-10-16,0,0,0
EC-O,Ecuador,El Oro,2020-10-16,37,7,0
EC-E,Ecuador,Esmeraldas,2020-10-16,16,1,0
EC-W,Ecuador,Galapagos,2020-10-16,22,1,0
EC-G,Ecuador,Guayas,2020-10-16,9,1,0
EC-I,Ecuador,Imbabura,2020-10-16,112,3,0
EC-L,Ecuador,Loja,2020-10-16,2,0,0
EC-R,Ecuador,Los Rios,2020-10-16,3,1,0
EC-M,Ecuador,Manabi,2020-10-16,117,6,0
EC-S,Ecuador,Morona Santiago,2020-10-16,20,19,0
EC-N,Ecuador,Napo,2020-10-16,14,1,0
EC-D,Ecuador,Orellana,2020-10-16,13,1,0
EC-Y,Ecuador,Pastaza,2020-10-16,10,2,0
EC-P,Ecuador,Pichincha,2020-10-16,3,0,0
EC-SE,Ecuador,Santa Elena,2020-10-16,10,0,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-10-16,0,0,0
EC-U,Ecuador,Sucumbios,2020-10-16,15,1,0
EC-T,Ecuador,Tungurahua,2020-10-16,2,0,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-10-16,2,1,0
