ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-07,1014,36,0
BR-AL,Brazil,Alagoas,2020-05-07,1867,98,0
BR-AP,Brazil,Amapa,2020-05-07,2199,61,0
BR-AM,Brazil,Amazonas,2020-05-07,10099,806,0
BR-BA,Brazil,Bahia,2020-05-07,4528,165,0
BR-CE,Brazil,Ceara,2020-05-07,13888,903,0
BR-DF,Brazil,Distrito Federal,2020-05-07,2258,35,0
BR-ES,Brazil,Espiritu Santo,2020-05-07,0,0,0
BR-GO,Brazil,Goias,2020-05-07,1027,44,0
BR-MA,Brazil,Maranhao,2020-05-07,5389,305,0
BR-MT,Brazil,Mato Grosso,2020-05-07,417,13,0
BR-MS,Brazil,Mato Grosso do Sul,2020-05-07,311,10,0
BR-MG,Brazil,Minas Gerais,2020-05-07,2770,106,0
BR-PA,Brazil,Para,2020-05-07,5524,410,0
BR-PB,Brazil,Paraiba,2020-05-07,1657,101,0
BR-PR,Brazil,Parana,2020-05-07,1656,104,0
BR-PE,Brazil,Pernambuco,2020-05-07,10824,845,0
BR-PI,Brazil,Piaui,2020-05-07,1051,35,0
BR-RJ,Brazil,Rio de Janeiro,2020-05-07,14156,1394,0
BR-RN,Brazil,Rio Grande do Norte,2020-05-07,1739,76,0
BR-RS,Brazil,Rio Grande do Sul,2020-05-07,2129,90,0
BR-RO,Brazil,Rondonia,2020-05-07,1098,37,0
BR-RR,Brazil,Roraima,2020-05-07,1020,14,0
BR-SC,Brazil,Santa Catarina,2020-05-07,3082,63,0
BR-SP,Brazil,Sao Paulo,2020-05-07,39928,3206,0
BR-SE,Brazil,Sergipe,2020-05-07,1214,25,0
BR-TO,Brazil,Tocantins,2020-05-07,423,9,0
