ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-09-27,1033,28,0
PE-ANC,Peru,Ancash,2020-09-27,6000,347,0
PE-APU,Peru,Apurimac,2020-09-27,331,7,0
PE-ARE,Peru,Arequipa,2020-09-27,4881,95,0
PE-AYA,Peru,Ayacucho,2020-09-27,1071,11,0
PE-CAJ,Peru,Cajamarca,2020-09-27,1135,14,0
PE-CAL,Peru,Callao,2020-09-27,15200,434,0
PE-CUS,Peru,Cusco,2020-09-27,1368,6,0
PE-HUV,Peru,Huancavelica,2020-09-27,635,5,0
PE-HUC,Peru,Huanuco,2020-09-27,1363,24,0
PE-ICA,Peru,Ica,2020-09-27,5101,328,0
PE-JUN,Peru,Junin,2020-09-27,2483,37,0
PE-LAL,Peru,La Libertad,2020-09-27,6830,303,0
PE-LAM,Peru,Lambayeque,2020-09-27,10791,656,0
PE-LIM,Peru,Lima,2020-09-27,128700,2784,0
PE-LOR,Peru,Loreto,2020-09-27,7167,311,0
PE-MDD,Peru,Madre de dios,2020-09-27,945,15,0
PE-MOQ,Peru,Moquegua,2020-09-27,738,6,0
PE-PAS,Peru,Pasco,2020-09-27,729,13,0
PE-PIU,Peru,Piura,2020-09-27,12768,605,0
PE-PUN,Peru,Puno,2020-09-27,545,10,0
PE-SAM,Peru,San Martin,2020-09-27,2454,46,0
PE-TAC,Peru,Tacna,2020-09-27,582,5,0
PE-TUM,Peru,Tumbes,2020-09-27,1814,96,0
PE-UCA,Peru,Ucayali,2020-09-27,6085,122,0
