ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-15,31266,686,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-15,3898,74,0
AR-U,Argentina,Chubut,2020-06-15,225,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-15,16740,371,0
AR-X,Argentina,Cordoba,2020-06-15,9546,40,0
AR-W,Argentina,Corrientes,2020-06-15,1515,0,0
AR-E,Argentina,Entre Rios,2020-06-15,812,0,0
AR-P,Argentina,Formosa,2020-06-15,423,0,0
AR-Y,Argentina,Jujuy,2020-06-15,1341,0,0
AR-L,Argentina,La Pampa,2020-06-15,165,0,0
AR-F,Argentina,La Rioja,2020-06-15,861,0,0
AR-M,Argentina,Mendoza,2020-06-15,1388,40,0
AR-N,Argentina,Misiones,2020-06-15,688,0,0
AR-Q,Argentina,Neuquen,2020-06-15,1079,0,0
AR-R,Argentina,Rio Negro,2020-06-15,1543,0,0
AR-A,Argentina,Salta,2020-06-15,392,0,0
AR-J,Argentina,San Juan,2020-06-15,406,0,0
AR-D,Argentina,San Luis,2020-06-15,245,0,0
AR-Z,Argentina,Santa Cruz,2020-06-15,340,0,0
AR-S,Argentina,Santa Fe,2020-06-15,6300,0,0
AR-G,Argentina,Santiago del Estero,2020-06-15,433,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-15,1228,0,0
AR-T,Argentina,Tucuman,2020-06-15,2537,0,0
