ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-15,8176,255,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-15,1444,0,0
AR-U,Argentina,Chubut,2020-06-15,89,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-15,5262,146,0
AR-X,Argentina,Cordoba,2020-06-15,3766,15,0
AR-W,Argentina,Corrientes,2020-06-15,765,0,0
AR-E,Argentina,Entre Rios,2020-06-15,362,19,0
AR-P,Argentina,Formosa,2020-06-15,54,0,0
AR-Y,Argentina,Jujuy,2020-06-15,637,0,0
AR-L,Argentina,La Pampa,2020-06-15,85,5,0
AR-F,Argentina,La Rioja,2020-06-15,207,0,0
AR-M,Argentina,Mendoza,2020-06-15,676,18,0
AR-N,Argentina,Misiones,2020-06-15,51,6,0
AR-Q,Argentina,Neuquen,2020-06-15,444,0,0
AR-R,Argentina,Rio Negro,2020-06-15,454,0,0
AR-A,Argentina,Salta,2020-06-15,108,0,0
AR-J,Argentina,San Juan,2020-06-15,158,0,0
AR-D,Argentina,San Luis,,0,0,0
AR-Z,Argentina,Santa Cruz,2020-06-15,179,0,0
AR-S,Argentina,Santa Fe,2020-06-15,2555,16,0
AR-G,Argentina,Santiago del Estero,2020-06-15,99,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-15,655,0,0
AR-T,Argentina,Tucuman,2020-06-15,564,0,0
