Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
San Cristobal,Dominican Republic,,0,0,0,,
San Jose de Ocoa,Dominican Republic,,0,0,0,,
San Juan,Dominican Republic,,0,0,0,,
San Pedro de Macoris,Dominican Republic,,0,0,0,,
Sanchez Ramirez,Dominican Republic,,0,0,0,,
Santiago,Dominican Republic,,0,0,0,,
Santiago Rodriguez,Dominican Republic,,0,0,0,,
Santo Domingo,Dominican Republic,,0,0,0,,
Valverde,Dominican Republic,,0,0,0,,
Azuay,Ecuador,2020-02-29T16:00:00,0,0,0,,
Bolivar,Ecuador,2020-02-29T16:00:00,0,0,0,,
Canar,Ecuador,2020-02-29T16:00:00,0,0,0,,
Carchi,Ecuador,2020-02-29T16:00:00,0,0,0,,
Chimborazo,Ecuador,2020-02-29T16:00:00,0,0,0,,
Cotopaxi,Ecuador,2020-02-29T16:00:00,0,0,0,,
El Oro,Ecuador,2020-02-29T16:00:00,0,0,0,,
Esmeraldas,Ecuador,2020-02-29T16:00:00,0,0,0,,
Galapagos,Ecuador,2020-02-29T16:00:00,0,0,0,,
Guayas,Ecuador,2020-02-29T16:00:00,1,0,0,,
Imbabura,Ecuador,2020-02-29T16:00:00,0,0,0,,
Loja,Ecuador,2020-02-29T16:00:00,0,0,0,,
Los Rios,Ecuador,2020-02-29T16:00:00,0,0,0,,
Manabi,Ecuador,2020-02-29T16:00:00,0,0,0,,
Morona Santiago,Ecuador,2020-02-29T16:00:00,0,0,0,,
Napo,Ecuador,2020-02-29T16:00:00,0,0,0,,
Orellana,Ecuador,2020-02-29T16:00:00,0,0,0,,
Pastaza,Ecuador,2020-02-29T16:00:00,0,0,0,,
Pichincha,Ecuador,2020-02-29T16:00:00,0,0,0,,
Santa Elena,Ecuador,2020-02-29T16:00:00,0,0,0,,
Santo Domingo de los Tsachilas,Ecuador,2020-02-29T16:00:00,0,0,0,,
Sucumbios,Ecuador,2020-02-29T16:00:00,0,0,0,,
Tungurahua,Ecuador,2020-02-29T16:00:00,0,0,0,,
Zamora-Chinchipe,Ecuador,2020-02-29T16:00:00,0,0,0,,
Ahuachapan,El Salvador,,0,0,0,,
Cabanas,El Salvador,,0,0,0,,
Chalatenango,El Salvador,,0,0,0,,
Cuscatlan,El Salvador,,0,0,0,,
La Libertad,El Salvador,,0,0,0,,
La Paz,El Salvador,,0,0,0,,
La Unión,El Salvador,,0,0,0,,
Morazan,El Salvador,,0,0,0,,
San Miguel,El Salvador,,0,0,0,,
San Vicente,El Salvador,,0,0,0,,
Santa Ana,El Salvador,,0,0,0,,
Sonsonate,El Salvador,,0,0,0,,
Usulutan,El Salvador,,0,0,0,,
Atlantida,Honduras,,0,0,0,,
Choluteca,Honduras,,0,0,0,,
Colon,Honduras,,0,0,0,,
Comayagua,Honduras,,0,0,0,,
Copan,Honduras,,0,0,0,,
Cortes,Honduras,,0,0,0,,
El Paraiso,Honduras,,0,0,0,,
Francisco Morazan,Honduras,,0,0,0,,
Gracias a Dios,Honduras,,0,0,0,,
Intibuca,Honduras,,0,0,0,,
Islas de la Bahia,Honduras,,0,0,0,,
La Paz,Honduras,,0,0,0,,
Lempira,Honduras,,0,0,0,,
Ocotepeque,Honduras,,0,0,0,,
Olancho,Honduras,,0,0,0,,
Santa Barbara,Honduras,,0,0,0,,
"Valle ",Honduras,,0,0,0,,
Yoro,Honduras,,0,0,0,,
Aguascalientes,Mexico,2020-03-22T23:30:00-06:00,0,0,0,21.879823,-102.296047
Baja California,Mexico,2020-03-22T23:30:00-06:00,0,0,0,32.641176,-115.475579
Baja California Sur,Mexico,2020-03-22T23:30:00-06:00,0,0,0,24.148745,-110.30659
Campeche,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.844814,-90.539649
Chiapas,Mexico,2020-03-22T23:30:00-06:00,0,0,0,16.753972,-93.115192
Chihuahua,Mexico,2020-03-22T23:30:00-06:00,0,0,0,28.636794,-106.076307
Ciudad de Mexico,Mexico,2020-03-22T23:30:00-06:00,2,0,0,19.441647,-99.151884
Coahuila,Mexico,2020-03-22T23:30:00-06:00,0,0,0,25.421665,-100.999721
Colima,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.242922,-103.728119
Durango,Mexico,2020-03-22T23:30:00-06:00,0,0,0,24.023988,-104.670194
Guanajuato,Mexico,2020-03-22T23:30:00-06:00,0,0,0,21.016098,-101.253621
Guerrero,Mexico,2020-03-22T23:30:00-06:00,0,0,0,17.551649,-99.501063
Hidalgo,Mexico,2020-03-22T23:30:00-06:00,0,0,0,20.12236,-98.737001
Jalisco,Mexico,2020-03-22T23:30:00-06:00,0,0,0,20.676389,-103.342222
Michoacan,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.703384,-101.192046
Morelos,Mexico,2020-03-22T23:30:00-06:00,0,0,0,18.921783,-99.234897
Mexico,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.293488,-99.657317
Nayarit,Mexico,2020-03-22T23:30:00-06:00,0,0,0,21.507413,-104.893799
Nuevo Leon,Mexico,2020-03-22T23:30:00-06:00,0,0,0,25.664697,-100.310892
Oaxaca,Mexico,2020-03-22T23:30:00-06:00,0,0,0,17.059993,-96.72545
Puebla,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.04399,-98.197495
Queretaro,Mexico,2020-03-22T23:30:00-06:00,0,0,0,20.593391,-100.389957
Quintana Roo,Mexico,2020-03-22T23:30:00-06:00,0,0,0,18.493889,-88.297899
San Luis Potosi,Mexico,2020-03-22T23:30:00-06:00,0,0,0,22.151655,-100.976958
Sinaloa,Mexico,2020-03-22T23:30:00-06:00,1,0,0,24.808808,-107.393756
Sonora,Mexico,2020-03-22T23:30:00-06:00,0,0,0,29.074892,-110.958464
Tabasco,Mexico,2020-03-22T23:30:00-06:00,0,0,0,17.987838,-92.919416
Tamaulipas,Mexico,2020-03-22T23:30:00-06:00,0,0,0,23.731053,-99.15125
Tlaxcala,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.316553,-98.23764
Veracruz,Mexico,2020-03-22T23:30:00-06:00,0,0,0,19.527085,-96.922645
Yucatan,Mexico,2020-03-22T23:30:00-06:00,0,0,0,20.967537,-89.624392
Zacatecas,Mexico,2020-03-22T23:30:00-06:00,0,0,0,22.776096,-102.571836
Boaco,Nicaragua,,0,0,0,,
Carazo,Nicaragua,,0,0,0,,
Chinandega,Nicaragua,,0,0,0,,
Chontales,Nicaragua,,0,0,0,,
Estelí,Nicaragua,,0,0,0,,
Granada,Nicaragua,,0,0,0,,
Jinotega,Nicaragua,,0,0,0,,
León,Nicaragua,,0,0,0,,
Madriz,Nicaragua,,0,0,0,,
Managua,Nicaragua,,0,0,0,,
Masaya,Nicaragua,,0,0,0,,
Matagalpa,Nicaragua,,0,0,0,,
Nueva Segovia,Nicaragua,,0,0,0,,
Rivas,Nicaragua,,0,0,0,,
Rio San Juan,Nicaragua,,0,0,0,,
NCCAR,Nicaragua,,0,0,0,,
SCCAR,Nicaragua,,0,0,0,,
Bocas del Toro,Panama,,0,0,0,,
Chiriqui,Panama,,0,0,0,,
Cocle,Panama,,0,0,0,,
Colon,Panama,,0,0,0,,
Darien,Panama,,0,0,0,,
Herrera,Panama,,0,0,0,,
Los Santos,Panama,,0,0,0,,
Panama,Panama,,0,0,0,,
Panama Oeste,Panama,,0,0,0,,
Veraguas,Panama,,0,0,0,,
Embera,Panama,,0,0,0,,
Guna Yala,Panama,,0,0,0,,
Ngabe-Bugle,Panama,,0,0,0,,
Distrito Capital,Paraguay,,0,0,0,,
Concepcion,Paraguay,,0,0,0,,
San Pedro,Paraguay,,0,0,0,,
Cordillera,Paraguay,,0,0,0,,
Guaira,Paraguay,,0,0,0,,
Caaguazu,Paraguay,,0,0,0,,
Caazapa,Paraguay,,0,0,0,,
Itapua,Paraguay,,0,0,0,,
Misiones,Paraguay,,0,0,0,,
Paraguari,Paraguay,,0,0,0,,
Alto Parana,Paraguay,,0,0,0,,
Central,Paraguay,,0,0,0,,
Neembucu,Paraguay,,0,0,0,,
Amambay,Paraguay,,0,0,0,,
Canindeyu,Paraguay,,0,0,0,,
Presidente Hayes,Paraguay,,0,0,0,,
Alto Paraguay,Paraguay,,0,0,0,,
Boqueron,Paraguay,,0,0,0,,
Lima,Peru,,0,0,0,,
Loreto,Peru,,0,0,0,,
Lambayeque,Peru,,0,0,0,,
Callao,Peru,,0,0,0,,
Cusco,Peru,,0,0,0,,
Piura,Peru,,0,0,0,,
La Libertad,Peru,,0,0,0,,
Ancash,Peru,,0,0,0,,
Huanuco,Peru,,0,0,0,,
Arequipa,Peru,,0,0,0,,
Ica,Peru,,0,0,0,,
Madre de dios,Peru,,0,0,0,,
Tumbes,Peru,,0,0,0,,
Cajamarca,Peru,,0,0,0,,
Amazonas,Peru,,0,0,0,,
San Martin,Peru,,0,0,0,,
Ucayali,Peru,,0,0,0,,
Pasco,Peru,,0,0,0,,
Junin,Peru,,0,0,0,,
Huancavelica,Peru,,0,0,0,,
Ayacucho,Peru,,0,0,0,,
Apurimac,Peru,,0,0,0,,
Puno,Peru,,0,0,0,,
Moquegua,Peru,,0,0,0,,
Tacna,Peru,,0,0,0,,
Artigas,Uruguay,,0,0,0,,
Canelones,Uruguay,,0,0,0,,
Cerro Largo,Uruguay,,0,0,0,,
Colonia,Uruguay,,0,0,0,,
Durazno,Uruguay,,0,0,0,,
Flores,Uruguay,,0,0,0,,
Florida,Uruguay,,0,0,0,,
Lavalleja,Uruguay,,0,0,0,,
Maldonado,Uruguay,,0,0,0,,
Montevideo,Uruguay,,0,0,0,,
Paysandu,Uruguay,,0,0,0,,
Rio Negro,Uruguay,,0,0,0,,
Rivera,Uruguay,,0,0,0,,
Rocha,Uruguay,,0,0,0,,
Salto,Uruguay,,0,0,0,,
San Jose,Uruguay,,0,0,0,,
Soriano,Uruguay,,0,0,0,,
Tacuarembo,Uruguay,,0,0,0,,
Treinta y Tres,Uruguay,,0,0,0,,
Amazonas,Venezuela,,0,0,0,,
Anzoategui,Venezuela,,0,0,0,,
Apure,Venezuela,,0,0,0,,
Aragua,Venezuela,,0,0,0,,
Barinas,Venezuela,,0,0,0,,
Bolivar,Venezuela,,0,0,0,,
Carabobo,Venezuela,,0,0,0,,
Cojedes,Venezuela,,0,0,0,,
Delta Amacuro,Venezuela,,0,0,0,,
Falcon,Venezuela,,0,0,0,,
Guarico,Venezuela,,0,0,0,,
Vargas,Venezuela,,0,0,0,,
Lara,Venezuela,,0,0,0,,
Merida,Venezuela,,0,0,0,,
Miranda,Venezuela,,0,0,0,,
Monagas,Venezuela,,0,0,0,,
Nueva Esparta,Venezuela,,0,0,0,,
Portuguesa,Venezuela,,0,0,0,,
Sucre,Venezuela,,0,0,0,,
Tachira,Venezuela,,0,0,0,,
Trujillo,Venezuela,,0,0,0,,
Yaracuy,Venezuela,,0,0,0,,
Zulia,Venezuela,,0,0,0,,
